Promo_Year,Region,Country,Category,Macro_Category,Brand,Week,Sales_Units,Price,Promotion,Start_Seas,End_Seas,Seasonality,Predicted_Sales,Baseline_Sales,Incremental_Sales,PromoID,Promo_Days,Half_Year,Promotion_Status,Event_Count,Planned_Event_Count,Start_Prom,End_Prom,Actual_Promo_Sales_Volume_Uplift,Planned_Promo_Sales_Volume_Uplift,Sales_Value,Baseline_Sales_Value,Actual_Promo_Sales_Value,Planned_Promo_Sales_Value,Actual_Promo_Sales_Value_Uplift_PromoID_%,Planned_Promo_Sales_Value_Uplift_PromoID_%,Actual_Promo_Sales_Value_Uplift_%,Planned_Promo_Sales_Value_Uplift_%,Actual_Sales_Value,Actual_Event_Spent,Planned_Event_Spent,COGS,Gross_Profit,Planned_Gross_Profit,ROI%_PromoID,Baseline_Value,Planned_iGP,Planned_ROI%_PromoID,ROI%,Planned_ROI%,Actual_Gross_Margin_PromoID_%,Planned_Gross_Margin_PromoID_%,Actual_Gross_Margin_%,Planned_Gross_Margin_%,Listing_Price,Incremental_Sales_Adjusted,Incremental_TO,Actual_Total_TO,Planned_Total_TO,Actual_Gross_Sales_Value,Planned_Gross_Sales_Value,Actual Net Promo Incr Volume (Units),Actual_RAG,Planned_RAG,Planned_Red,Planned_Amber,Planned_Green,Actual_Red,Actual_Amber,Actual_Green,Channel_Customer,ProductDescription,Packsize
,Europe,Germany,Foods,Snacks,A,30-06-2025,106,6.19,,16-12-2024,13-01-2025,0,104.4,104.4,0,KYCK0217,0,,No Promotions,,,"","",1.5999999999999943,0.0,656.14,646.2360000000001,656.14,646.2360000000001,1.53,0.0,,,656.14,0.0,0.0,4.27,203.52000000000004,1.4496487119437942,44.96,646.2360000000001,200.44800000000015,31.02,,,31.02,31.02,,,6.61,-0.0,-0.0,656.14,646.2360000000001,700.6600000000001,690.0840000000001,-104.4,NA,GREEN,0,0,1,0,0,0,Customer 5,CITRA PEARLY GLOW UV AURA BODY LOTION PUMP,370 ML
,Europe,Germany,Foods,Snacks,A,07-07-2025,89,12.01,,16-12-2024,13-01-2025,0,91.02,91.02,0,UCPA0831,0,,No Promotions,,,"","",-2.019999999999996,0.0,1068.8899999999999,1093.1502,1068.8899999999999,1093.1502,-2.22,0.0,,,1068.8899999999999,0.0,0.0,7.77,377.3599999999999,1.5456885456885459,54.57,1093.1502,385.9248000000001,35.3,,,35.3,35.3,,,13.57,0,0.0,1068.8899999999999,1093.1502,1207.73,1235.1414,-91.02,NA,GREEN,0,0,1,0,0,0,Customer 5,CLEAR MEN TECH DEEP CLEAN PUMP,400 ML
2025,Europe,Germany,Foods,Snacks,A,14-07-2025,121,8.94,10% Off,16-12-2024,13-01-2025,0,116.4,96.39,20.01,LUDU2393,14,H2,COMPLETED,789,1077,14-07-2025,28-07-2025,24.61,20.010000000000005,1081.74,861.7266,1081.74,1040.616,25.53,20.76,34.16067247303479,40.77258491021359,1081.74,118.99,237.98,6.01,354.5300000000001,1.4875207986688852,27.84,861.7266,341.052,34.78,12.91312727666515,40.482734041203486,21.77,9.9,11.43633834976937,26.16370053732658,10.11,-20.01,-178.8894,1081.74,1040.616,1223.31,1176.804,-76.38,NA,GREEN,0,0,1,0,0,0,Customer 4,DOVE STRAIGHT & SILKY CONDITIONER,410 ML
,Europe,Germany,Foods,Snacks,A,21-07-2025,91,12.48,,16-12-2024,13-01-2025,0,94.12,94.12,0,IEOO7416,0,,No Promotions,,,"","",-3.1200000000000045,0.0,1135.68,1174.6176,1135.68,1174.6176,-3.31,0.0,,,1135.68,0.0,0.0,6.42,551.46,1.9439252336448598,94.39,1174.6176,570.3672,48.56,,,48.56,48.56,,,13.48,-0.0,-0.0,1135.68,1174.6176,1226.68,1268.7376000000002,-94.12,NA,GREEN,0,0,1,0,0,0,Customer 5,DOVE STRAIGHT & SILKY CONDITIONER,410 ML
,Europe,Germany,Foods,Snacks,A,28-07-2025,98,14.42,,16-12-2024,13-01-2025,0,98.38,98.38,0,WCDB1084,0,,No Promotions,,,"","",-0.37999999999999545,0.0,1413.16,1418.6396,1413.16,1418.6396,-0.39,0.0,,,1413.16,0.0,0.0,8.83,547.82,1.6330690826727068,63.31,1418.6396,549.9442,38.77,,,38.77,38.77,,,15.7,0,0.0,1413.16,1418.6396,1538.6,1544.5659999999998,-98.38,NA,GREEN,0,0,1,0,0,0,Customer 5,COMFORT SOFTENER ULTRA FLORAL FRESH PINK CONC,540 ML
,Europe,Germany,Foods,Snacks,A,04-08-2025,92,10.01,,16-12-2024,13-01-2025,0,101.03,101.03,0,SBRU2726,0,,No Promotions,,,"","",-9.030000000000001,0.0,920.92,1011.3103,920.92,1011.3103,-8.94,0.0,,,920.92,0.0,0.0,6.7,304.52,1.4940298507462686,49.4,1011.3103,334.4092999999999,33.07,,,33.07,33.07,,,10.88,0,0.0,920.92,1011.3103,1000.96,1099.2064,-101.03,NA,GREEN,0,0,1,0,0,0,Customer 10,BREEZE EXCEL COMFORT CONCENTRATE LIQUID REFILL,700 ML
,Europe,Germany,Foods,Snacks,A,11-08-2025,97,11.76,,16-12-2024,13-01-2025,0,93.68,93.68,0,YRVP5326,0,,No Promotions,,,"","",3.319999999999993,0.0,1140.72,1101.6768,1140.72,1101.6768,3.54,0.0,,,1140.72,0.0,0.0,6.1,549.0200000000001,1.9278688524590164,92.79,1101.6768,530.2288,48.13,,,48.13,48.13,,,13.2,-0.0,-0.0,1140.72,1101.6768,1280.3999999999999,1236.576,-93.68,NA,GREEN,0,0,1,0,0,0,Customer 1,CITRA TANAKA BRIGHT UV LOTION PUMP,300 ML
2025,Europe,Germany,Foods,Snacks,A,18-08-2025,150,13.22,B1G1,16-12-2024,13-01-2025,0,148.79,99.13,49.66,QODU1070,7,H2,COMPLETED,789,1077,18-08-2025,25-08-2025,50.870000000000005,49.66,1983.0,1310.4986,1983.0,1967.0038,51.32,50.1,34.16067247303479,40.77258491021359,1983.0,237.96,337.11,7.05,925.5,1.875177304964539,53.07,1310.4986,918.0343,59.29,12.91312727666515,40.482734041203486,34.67,29.53,11.43633834976937,26.16370053732658,14.38,49.66,656.5052,1983.0,1967.0038,2157.0,2139.6002,-49.47,GREEN,GREEN,0,0,1,0,0,1,Customer 7,BREEZE EXCEL COMFORT CONCENTRATE LIQUID REFILL,700 ML
,Europe,Germany,Foods,Snacks,A,25-08-2025,96,10,,16-12-2024,13-01-2025,0,101.03,101.03,0,NBPM0012,0,,No Promotions,,,"","",-5.030000000000001,0.0,960.0,1010.3,960.0,1010.3,-4.98,0.0,,,960.0,0.0,0.0,6.55,331.20000000000005,1.5267175572519085,52.67,1010.3,348.5535,34.5,,,34.5,34.5,,,10.79,-0.0,-0.0,960.0,1010.3,1035.84,1090.1136999999999,-101.03,NA,GREEN,0,0,1,0,0,0,Customer 3,COMFORT SOFTENER ULTRA FLORAL FRESH PINK CONC,540 ML
,Europe,Germany,Foods,Snacks,A,01-09-2025,110,6.48,,16-12-2024,13-01-2025,0,98.12,98.12,0,HVCO6653,0,,No Promotions,,,"","",11.879999999999995,0.0,712.8000000000001,635.8176000000001,712.8000000000001,635.8176000000001,12.11,0.0,,,712.8000000000001,0.0,0.0,3.45,333.30000000000007,1.8782608695652177,87.83,635.8176000000001,297.3036000000001,46.76,,,46.76,46.76,,,7.3,0,0.0,712.8000000000001,635.8176000000001,803.0,716.2760000000001,-98.12,NA,GREEN,0,0,1,0,0,0,Customer 6,DOVE NUT.SOL.MICEL.AQUA PEPTIDE FRESH NOURI.GREEN PU,450 ML
,Europe,Germany,Foods,Snacks,A,08-09-2025,99,14.17,,16-12-2024,13-01-2025,0,99.25,99.25,0,TLFP4363,0,,No Promotions,,,"","",-0.25,0.0,1402.83,1406.3725,1402.83,1406.3725,-0.25,0.0,,,1402.83,0.0,0.0,7.86,624.6899999999999,1.802798982188295,80.28,1406.3725,626.2674999999999,44.53,,,44.53,44.53,,,16.09,0,0.0,1402.83,1406.3725,1592.91,1596.9325,-99.25,NA,GREEN,0,0,1,0,0,0,Customer 9,CLEAR 10X SUPER VITAMIN SAKURA FRESH PINK BOT,120 ML
2025,Europe,Germany,Foods,Snacks,A,15-09-2025,122,5.01,BOGO,16-12-2024,13-01-2025,0,143.43,102.95,40.48,DADJ2859,7,H2,ONGOING,789,1077,15-09-2025,22-09-2025,19.049999999999997,40.480000000000004,611.22,515.7795,611.22,718.5843,18.5,39.32,34.16067247303479,40.77258491021359,611.22,61.12,67.23,2.87,261.08000000000004,1.7456445993031358,48.62,515.7795,306.94019999999995,53.21,12.91312727666515,40.482734041203486,32.71,33.36,11.43633834976937,26.16370053732658,5.51,40.48,202.80479999999997,611.22,718.5843,672.22,790.2993,-62.470000000000006,GREEN,GREEN,0,0,1,0,0,1,Customer 2,LIFEBUOY ANTIBACTERIAL TOTAL REFILL,450 ML
,Europe,Germany,Foods,Snacks,A,22-09-2025,,7.22,,16-12-2024,13-01-2025,0,101.48,101.48,0,JBHH5604,0,,No Promotions,,,"","",,0.0,722.0,732.6856,,732.6856,,0.0,,,,,0.0,4.04,,1.7871287128712872,,732.6856,322.70640000000003,44.04,,,44.04,44.04,,,8.16,0,0.0,,732.6856,,828.0768,,,GREEN,0,0,1,,,,Customer 6,DOVE NUT.SOL.MICEL.AQUA PEPTIDE FRESH NOURI.GREEN PU,450 ML
2025,Europe,Germany,Foods,Snacks,A,29-09-2025,,14.44,B1G1,16-12-2024,13-01-2025,0,148.77,98.38,50.39,RYOD1324,14,,PLANNED,789,1077,29-09-2025,13-10-2025,,50.390000000000015,2209.3199999999997,1420.6072,,2148.2388,,51.22,,40.77258491021359,,,243.03,8.72,,1.6559633027522933,,1420.6072,850.9643999999998,51.84,12.91312727666515,40.482734041203486,29.61,28.3,,26.16370053732658,15.46,-50.39,-727.6315999999999,,2148.2388,,2299.9842000000003,,,GREEN,0,0,1,,,,Customer 5,BREEZE BABY PINK BLOOM REFILL,550 ML
,Europe,Germany,Foods,Snacks,A,06-10-2025,,6.77,,16-12-2024,13-01-2025,0,100.6,100.6,0,LVYC4375,0,,No Promotions,,,"","",,0.0,636.38,681.0619999999999,,681.0619999999999,,0.0,,,,,0.0,3.64,,1.8598901098901097,,681.0619999999999,314.87799999999993,46.23,,,46.23,46.23,,,7.25,0,0.0,,681.0619999999999,,729.3499999999999,,,GREEN,0,0,1,,,,Customer 9,COMFORT SOFTENER ULTRA FLORAL FRESH PINK CONC,540 ML
2025,Europe,Germany,Foods,Snacks,A,13-10-2025,,11.7,10% Off,16-12-2024,13-01-2025,0,120.01,98.14,21.87,CMHN7157,14,,PLANNED,789,1077,13-10-2025,27-10-2025,,21.870000000000005,994.4999999999999,1148.2379999999998,,1404.117,,22.28,,40.77258491021359,,,228.73,6.66,,1.7567567567567566,,1148.2379999999998,604.8503999999999,35.68,12.91312727666515,40.482734041203486,-11.92,26.79,,26.16370053732658,12.35,-21.87,-255.879,,1404.117,,1482.1235,,,AMBER,0,1,0,,,,Customer 7,DOVE MICELLAR VOLUME NOURISHMENT BLUE PUMP,430 ML
,Europe,Germany,Foods,Snacks,A,20-10-2025,,11.03,,16-12-2024,13-01-2025,0,100.36,100.36,0,IDPL3402,0,,No Promotions,,,"","",,0.0,1345.6599999999999,1106.9707999999998,,1106.9707999999998,,0.0,,,,,0.0,6.64,,1.6611445783132528,,1106.9707999999998,440.5803999999998,39.8,,,39.8,39.8,,,12.23,0,0.0,,1106.9707999999998,,1227.4028,,,GREEN,0,0,1,,,,Customer 1,DOVE MICELLAR VOLUME NOURISHMENT BLUE PUMP,430 ML
2025,Europe,Germany,Foods,Snacks,A,27-10-2025,,11.39,B1G2,16-12-2024,13-01-2025,0,155.77,96.35,59.42,PZCW3584,7,,PLANNED,789,1077,27-10-2025,03-11-2025,,59.420000000000016,1344.02,1097.4265,,1774.2203000000002,,61.67,,40.77258491021359,,,282.24,7.1,,1.6042253521126761,,1097.4265,668.2533000000001,54.25,12.91312727666515,40.482734041203486,27.66,21.76,,26.16370053732658,12.1,-59.42,-676.7938,,1774.2203000000002,,1884.817,,,GREEN,0,0,1,,,,Customer 2,BREEZE CAPSULE CLEAN & HYGIENE 5IN1 TUB,189 GM
,Europe,Germany,Foods,Snacks,A,03-11-2025,,13.61,,16-12-2024,13-01-2025,0,98.1,98.1,0,SUTW3348,0,,No Promotions,,,"","",,0.0,1714.86,1335.1409999999998,,1335.1409999999998,,0.0,,,,,0.0,9.33,,1.4587352625937835,,1335.1409999999998,419.86799999999994,31.45,,,31.45,31.45,,,15.57,0,0.0,,1335.1409999999998,,1527.417,,,GREEN,0,0,1,,,,Customer 6,BREEZE EXCEL CONCENTRATE LIQUID REFILL,750 ML
,Europe,Germany,Foods,Snacks,A,10-11-2025,,10.13,,16-12-2024,13-01-2025,0,101.5,101.5,0,HDXF1249,0,,No Promotions,,,"","",,0.0,1002.8700000000001,1028.1950000000002,,1028.1950000000002,,0.0,,,,,0.0,7.12,,1.4227528089887642,,1028.1950000000002,305.5150000000001,29.71,,,29.71,29.71,,,11.31,0,0.0,,1028.1950000000002,,1147.9650000000001,,,GREEN,0,0,1,,,,Customer 5,CLEAR MEN TAURINE+TRIPLE ANTI DAND.TECH.DEEP CLEANSE BL PUMP,450 ML
,Europe,Germany,Foods,Snacks,A,17-11-2025,,14.01,,16-12-2024,13-01-2025,0,99.68,99.68,0,OIIJ4301,0,,No Promotions,,,"","",,0.0,1583.1299999999999,1396.5168,,1396.5168,,0.0,,,,,0.0,7.91,,1.7711757269279391,,1396.5168,608.048,43.54,,,43.54,43.54,,,15.91,-0.0,-0.0,,1396.5168,,1585.9088000000002,,,GREEN,0,0,1,,,,Customer 4,BREEZE EXCEL SIGNATURE FLORAL BREEZE CONCENTRATED LIQUID PINK,700 ML
,Europe,Germany,Foods,Snacks,A,24-11-2025,,8.26,,16-12-2024,13-01-2025,0,100.72,100.72,0,PYCO1330,0,,No Promotions,,,"","",,0.0,801.22,831.9472,,831.9472,,0.0,,,,,0.0,5.76,,1.4340277777777777,,831.9472,251.79999999999995,30.27,,,30.27,30.27,,,9.17,0,0.0,,831.9472,,923.6024,,,GREEN,0,0,1,,,,Customer 1,CLEAR MEN TAURINE+TRIPLE ANTI DAND.TECH.DEEP CLEANSE BL PUMP,450 ML
,Europe,Germany,Foods,Snacks,A,01-12-2025,,8.27,,16-12-2024,13-01-2025,0,100.72,100.72,0,WGEL4965,0,,No Promotions,,,"","",,0.0,1017.2099999999999,832.9544,,832.9544,,0.0,,,,,0.0,5.82,,1.4209621993127146,,832.9544,246.7639999999999,29.63,,,29.63,29.63,,,8.89,0,0.0,,832.9544,,895.4008,,,GREEN,0,0,1,,,,Customer 10,BREEZE CAPSULE CLEAN & HYGIENE 5IN1 TUB,189 GM
,Europe,Germany,Foods,Snacks,A,08-12-2025,,9.38,,16-12-2024,13-01-2025,0,101.72,101.72,0,UGGD6995,0,,No Promotions,,,"","",,0.0,1144.3600000000001,954.1336000000001,,954.1336000000001,,0.0,,,,,0.0,5.44,,1.724264705882353,,954.1336000000001,400.7768000000001,42.0,,,42.0,42.0,,,10.24,-0.0,-0.0,,954.1336000000001,,1041.6128,,,GREEN,0,0,1,,,,Customer 8,CLEAR MEN TECH DEEP CLEAN PUMP,400 ML
,Europe,Germany,Foods,Snacks,A,15-12-2025,,10.15,,16-12-2024,13-01-2025,0,101.03,101.03,0,GRZT8383,0,,No Promotions,,,"","",,0.0,1289.05,1025.4545,,1025.4545,,0.0,,,,,0.0,6.91,,1.4688856729377715,,1025.4545,327.33720000000005,31.92,,,31.92,31.92,,,11.38,0,0.0,,1025.4545,,1149.7214000000001,,,GREEN,0,0,1,,,,Customer 3,CLEAR MEN TAURINE+TRIPLE ANTI DAN.TECH.DEEP CLEANSE BLACK PU.,390 ML
2025,Europe,Germany,Foods,Snacks,A,22-12-2025,,5.72,BOGO,16-12-2024,13-01-2025,0,143.07,105.44,37.63,STIG9120,14,,PLANNED,789,1077,22-12-2025,05-01-2026,,37.629999999999995,709.28,603.1168,,818.3603999999999,,35.69,,40.77258491021359,,,156.04,3.21,,1.7819314641744548,,603.1168,359.10569999999996,52.18,12.91312727666515,40.482734041203486,31.88,24.81,,26.16370053732658,6.45,37.63,215.24360000000001,,818.3603999999999,,922.8015,,,GREEN,0,0,1,,,,Customer 2,CLEAR MEN TAURINE+TRIPLE ANTI DAN.TECH.DEEP CLEANSE BLACK PU.,390 ML
2024,Europe,Germany,Foods,Snacks,B,01-01-2024,154,6.9,BOGO,24-03-2025,21-04-2025,0,148.5733333,99.20133333,49.372,ROMJ8421,7,H1,COMPLETED,1118,1118,01-01-2024,08-01-2024,54.79866667,49.371999970000005,1062.6000000000001,684.489199977,1062.6000000000001,1025.15599977,55.24,49.77,42.85623797084121,41.02388408440522,1062.6000000000001,106.26,85.01,4.59,355.7400000000001,1.5032679738562094,30.68,684.489199977,343.2043999230001,43.4,12.047881499565046,39.500559870943064,23.48,25.19,10.752440241015897,25.165299630227782,7.7,49.372,340.6668,1062.6000000000001,1025.15599977,1185.8,1144.01466641,-49.82933333,GREEN,GREEN,0,0,1,0,0,1,Customer 1,BREEZE CAPSULE CLEAN & HYGIENE 5IN1 TUB,189 GM
,Europe,Germany,Foods,Snacks,B,08-01-2024,104,5.38,,24-03-2025,21-04-2025,0,103.09,103.09,0,VWUR8573,0,,No Promotions,,,"","",0.9099999999999966,0.0,559.52,554.6242,559.52,554.6242,0.88,0.0,,,559.52,0.0,0.0,3.8,164.32,1.4157894736842105,41.58,554.6242,162.88219999999995,29.37,,,29.37,29.37,,,5.72,0,0.0,559.52,554.6242,594.88,589.6748,-103.09,NA,GREEN,0,0,1,0,0,0,Customer 7,BREEZE EXCEL COMFORT CONCENTRATE LIQUID REFILL,700 ML
,Europe,Germany,Foods,Snacks,B,15-01-2024,109,8.58,,24-03-2025,21-04-2025,0,104.96,104.96,0,WOLD9088,0,,No Promotions,,,"","",4.040000000000006,0.0,935.22,900.5568,935.22,900.5568,3.85,0.0,,,935.22,0.0,0.0,4.63,430.55,1.8531317494600432,85.31,900.5568,414.592,46.04,,,46.04,46.04,,,9.1,-0.0,-0.0,935.22,900.5568,991.9,955.1359999999999,-104.96,NA,GREEN,0,0,1,0,0,0,Customer 1,CLEAR MEN TAURINE+TRIPLE ANTI DAND.TECH.DEEP CLEANSE BL PUMP,450 ML
,Europe,Germany,Foods,Snacks,B,22-01-2024,106,13.71,,24-03-2025,21-04-2025,0,107.88,107.88,0,TGYH4295,0,,No Promotions,,,"","",-1.8799999999999955,0.0,1453.26,1479.0348000000001,1453.26,1479.0348000000001,-1.74,0.0,,,1453.26,0.0,0.0,9.1,488.6600000000001,1.5065934065934068,50.66,1479.0348000000001,497.32680000000016,33.63,,,33.63,33.63,,,14.87,0,0.0,1453.26,1479.0348000000001,1576.22,1604.1755999999998,-107.88,NA,GREEN,0,0,1,0,0,0,Customer 5,LIFEBUOY ANTIBACTERIAL TOTAL REFILL,450 ML
,Europe,Germany,Foods,Snacks,B,29-01-2024,115,13.83,,24-03-2025,21-04-2025,0,111.51,111.51,0,RRYF5190,0,,No Promotions,,,"","",3.489999999999995,0.0,1590.45,1542.1833000000001,1590.45,1542.1833000000001,3.13,0.0,,,1590.45,0.0,0.0,9.04,550.8500000000001,1.5298672566371683,52.99,1542.1833000000001,534.1329000000002,34.63,,,34.63,34.63,,,14.58,0,0.0,1590.45,1542.1833000000001,1676.7,1625.8158,-111.51,NA,GREEN,0,0,1,0,0,0,Customer 4,LIFEBUOY ANTIBACTERIAL TOTAL REFILL,450 ML
,Europe,Germany,Foods,Snacks,B,05-02-2024,102,12.49,,24-03-2025,21-04-2025,0,101.22,101.22,0,MVBZ9626,0,,No Promotions,,,"","",0.7800000000000011,0.0,1273.98,1264.2378,1273.98,1264.2378,0.77,0.0,,,1273.98,0.0,0.0,7.43,516.12,1.6810228802153435,68.1,1264.2378,512.1732000000002,40.51,,,40.51,40.51,,,13.28,-0.0,-0.0,1273.98,1264.2378,1354.56,1344.2015999999999,-101.22,NA,GREEN,0,0,1,0,0,0,Customer 6,CITRA TANAKA BRIGHT UV LOTION PUMP,300 ML
,Europe,Germany,Foods,Snacks,B,12-02-2024,100,11.15,,24-03-2025,21-04-2025,0,99.16,99.16,0,HRNK7360,0,,No Promotions,,,"","",0.8400000000000034,0.0,1115.0,1105.634,1115.0,1105.634,0.85,0.0,,,1115.0,0.0,0.0,7.76,339.0,1.4368556701030928,43.69,1105.634,336.15240000000006,30.4,,,30.4,30.4,,,12.58,0,0.0,1115.0,1105.634,1258.0,1247.4328,-99.16,NA,GREEN,0,0,1,0,0,0,Customer 9,CLEAR MEN TAURINE+TRIPLE ANTI DAN.TECH.DEEP CLEANSE BLACK PU.,390 ML
,Europe,Germany,Foods,Snacks,B,19-02-2024,102,12.47,,24-03-2025,21-04-2025,0,101.38,101.38,0,TKCX5886,0,,No Promotions,,,"","",0.6200000000000045,0.0,1271.94,1264.2086,1271.94,1264.2086,0.61,0.0,,,1271.94,0.0,0.0,6.43,616.08,1.9393468118195958,93.93,1264.2086,612.3352,48.44,,,48.44,48.44,,,13.42,0,0.0,1271.94,1264.2086,1368.84,1360.5195999999999,-101.38,NA,GREEN,0,0,1,0,0,0,Customer 10,CLEAR 10X SUPER VITAMIN SAKURA FRESH PINK BOT,120 ML
,Europe,Germany,Foods,Snacks,B,26-02-2024,98,5.72,,24-03-2025,21-04-2025,0,99.44,99.44,0,ECQJ7521,0,,No Promotions,,,"","",-1.4399999999999977,0.0,560.56,568.7968,560.56,568.7968,-1.45,0.0,,,560.56,0.0,0.0,2.95,271.4599999999999,1.9389830508474575,93.9,568.7968,275.44879999999995,48.43,,,48.43,48.43,,,6.31,0,0.0,560.56,568.7968,618.38,627.4663999999999,-99.44,NA,GREEN,0,0,1,0,0,0,Customer 8,CITRA PEARLY GLOW UV AURA BODY LOTION PUMP,370 ML
,Europe,Germany,Foods,Snacks,B,04-03-2024,106,14.36,,24-03-2025,21-04-2025,0,102.78,102.78,0,DKHK4255,0,,No Promotions,,,"","",3.219999999999999,0.0,1522.1599999999999,1475.9207999999999,1522.1599999999999,1475.9207999999999,3.13,0.0,,,1522.1599999999999,0.0,0.0,10.16,445.1999999999998,1.4133858267716535,41.34,1475.9207999999999,431.67599999999993,29.25,,,29.25,29.25,,,15.41,0,0.0,1522.1599999999999,1475.9207999999999,1633.46,1583.8398,-102.78,NA,GREEN,0,0,1,0,0,0,Customer 2,BREEZE EXCEL COMFORT CONCENTRATE LIQUID REFILL,700 ML
,Europe,Germany,Foods,Snacks,B,11-03-2024,97,8.44,,24-03-2025,21-04-2025,0,98.32,98.32,0,XDZU8660,0,,No Promotions,,,"","",-1.3199999999999932,0.0,818.68,829.8207999999998,818.68,829.8207999999998,-1.34,0.0,,,818.68,0.0,0.0,5.43,291.97,1.554327808471455,55.43,829.8207999999998,295.94319999999993,35.66,,,35.66,35.66,,,9.15,0,0.0,818.68,829.8207999999998,887.5500000000001,899.6279999999999,-98.32,NA,GREEN,0,0,1,0,0,0,Customer 4,CLEAR ANTI-DANDRUFF SAKURA FRESH PINK PUMP,370 ML
2024,Europe,Germany,Foods,Snacks,B,18-03-2024,149,5.49,B1G1,24-03-2025,21-04-2025,0,149.1,101.43,47.67,FGGL0052,7,H1,COMPLETED,1118,1118,18-03-2024,25-03-2024,47.56999999999999,47.66999999999999,818.01,556.8507000000001,818.01,818.559,46.9,47.0,42.85623797084121,41.02388408440522,818.01,515.35,89.98,3.12,353.13,1.7596153846153846,-16.55,556.8507000000001,353.36699999999996,32.96,12.047881499565046,39.500559870943064,-19.83,32.18,10.752440241015897,25.165299630227782,6.0,47.67,261.7083,818.01,818.559,894.0,894.5999999999999,-53.760000000000005,AMBER,AMBER,0,1,0,0,1,0,Customer 7,DOVE NUT.SOL.MICEL.AQUA PEPTIDE FRESH NOURI.GREEN PU,450 ML
2024,Europe,Germany,Foods,Snacks,B,25-03-2024,147,5.16,B1G2,24-03-2025,21-04-2025,0,153.72,102.22,51.5,FQFO7792,7,H1,COMPLETED,1118,1118,25-03-2024,01-04-2024,44.78,51.5,758.52,527.4552,758.52,793.1952,43.81,50.38,42.85623797084121,41.02388408440522,758.52,128.95,166.87,2.66,367.49999999999994,1.9398496240601502,45.88,527.4552,384.29999999999995,58.55,12.047881499565046,39.500559870943064,31.45,27.41,10.752440241015897,25.165299630227782,5.89,51.5,265.74,758.52,793.1952,865.8299999999999,905.4108,-50.72,GREEN,GREEN,0,0,1,0,0,1,Customer 2,CLEAR MEN TAURINE+TRIPLE ANTI DAN.TECH.DEEP CLEANSE BLACK PU.,390 ML
2024,Europe,Germany,Foods,Snacks,B,01-04-2024,161,9.47,B1G2,24-03-2025,21-04-2025,0,159.6,98,61.6,YQRP2495,7,H1,COMPLETED,1118,1118,01-04-2024,08-04-2024,63.0,61.599999999999994,1524.67,928.0600000000001,1524.67,1511.412,64.29,62.86,42.85623797084121,41.02388408440522,1524.67,274.44,365.92,5.66,613.4100000000001,1.6731448763250885,28.59,928.0600000000001,608.076,50.57,12.047881499565046,39.500559870943064,22.23,16.02,10.752440241015897,25.165299630227782,10.3,61.6,583.3520000000001,1524.67,1511.412,1658.3000000000002,1643.88,-36.4,GREEN,GREEN,0,0,1,0,0,1,Customer 5,DOVE INTENSE REPAIR DARK BLUE PUMP,425 ML
,Europe,Germany,Foods,Snacks,B,08-04-2024,97,6.42,,24-03-2025,21-04-2025,0,101.99,101.99,0,XKTA7593,0,,No Promotions,,,"","",-4.989999999999995,0.0,622.74,654.7758,622.74,654.7758,-4.89,0.0,,,622.74,0.0,0.0,3.38,294.88,1.899408284023669,89.94,654.7758,310.04960000000005,47.35,,,47.35,47.35,,,7.09,0,0.0,622.74,654.7758,687.73,723.1090999999999,-101.99,NA,GREEN,0,0,1,0,0,0,Customer 8,CLEAR MEN TAURINE+TRIPLE ANTI DAN.TECH.DEEP CLEANSE BLACK PU.,390 ML
2024,Europe,Germany,Foods,Snacks,B,15-04-2024,136,6.77,BOGO,24-03-2025,21-04-2025,0,139.7,107.0933333,32.60666667,MXFV3938,14,H1,COMPLETED,1118,1118,15-04-2024,29-04-2024,28.906666700000002,32.60666669999999,920.7199999999999,725.0218664409999,920.7199999999999,945.7689999999999,26.99,30.45,42.85623797084121,41.02388408440522,920.7199999999999,128.9,202.56,4.79,269.27999999999986,1.4133611691022965,17.99,725.0218664409999,276.606,32.39,12.047881499565046,39.500559870943064,15.25,7.83,10.752440241015897,25.165299630227782,7.78,32.60666667,220.74713335590002,920.7199999999999,945.7689999999999,1058.08,1086.866,-74.48666663,GREEN,GREEN,0,0,1,0,0,1,Customer 4,CLEAR MEN TAURINE+TRIPLE ANTI DAN.TECH.DEEP CLEANSE BLACK PU.,390 ML
,Europe,Germany,Foods,Snacks,B,22-04-2024,94,14.34,,24-03-2025,21-04-2025,0,98.58,98.58,0,DYKE5574,0,,No Promotions,,,"","",-4.579999999999998,0.0,1347.96,1413.6372,1347.96,1413.6372,-4.65,0.0,,,1347.96,0.0,0.0,9.97,410.78,1.4383149448345034,43.83,1413.6372,430.79459999999983,30.47,,,30.47,30.47,,,15.28,0,0.0,1347.96,1413.6372,1436.32,1506.3023999999998,-98.58,NA,GREEN,0,0,1,0,0,0,Customer 2,BREEZE EXCEL SIGNATURE FLORAL BREEZE CONCENTRATED LIQUID PINK,700 ML
